id;full_code;section_code;section_name;subsection_code;subsection_name;equipment_type;item_name
3232;4.3.73;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;3;Оборудование для слепых и слабовидящих обучающихся;Дополнительное;Говорящие этикетки на магнитах
3233;4.3.74;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;3;Оборудование для слепых и слабовидящих обучающихся;Дополнительное;Мера портновская с рельефными делениями
3234;4.3.75;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;3;Оборудование для слепых и слабовидящих обучающихся;Дополнительное;Таймер тактильный кухонный
3235;4.3.76;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;3;Оборудование для слепых и слабовидящих обучающихся;Дополнительное;Трость ориентировочная/наконечник для ориентировочной трости
3236;4.3.77;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;3;Оборудование для слепых и слабовидящих обучающихся;Дополнительное;Рабочее место незрячего
3237;4.3.78;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;3;Оборудование для слепых и слабовидящих обучающихся;Дополнительное;Принтер 3D и комплектующие
3238;4.3.79;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;3;Оборудование для слепых и слабовидящих обучающихся;Дополнительное;Устройство для создания тактильной графики (рельефных изображений)
3239;4.3.80;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;3;Оборудование для слепых и слабовидящих обучающихся;Дополнительное;Рельефообразующая бумага для получения рельефных изображений
3240;4.3.81;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;3;Оборудование для слепых и слабовидящих обучающихся;Дополнительное;Высокопроизводительный принтер рельефно-точечной печати
3241;4.4.1;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Аппаратно-программный комплекс по обучению чтению, письму и развитию речевого общения у неговорящих детей, в том числе с расстройством аутистического спектра
3242;4.4.2;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Оборудование для развития восприятия времени
3243;4.4.3;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Набор массажеров для тела
3244;4.4.4;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Мячи мягкие
3245;4.4.5;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Мячи твердые
3246;4.4.6;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Гимнастический мяч
3247;4.4.7;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;База для гимнастического мяча
3248;4.4.8;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Устройство для объятия ребенка
3249;4.4.9;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Мат напольный
3250;4.4.10;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Батут спортивный
3251;4.4.11;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Оборудование для облегчения сенсорной нагрузки и организации поведения (палатка, коврик, шумопоглощающие наушники, утяжеляющий жилет/плечевая подушка)
3252;4.4.12;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Ламинированные наборы карточек: для составления визуальных расписаний, для альтернативных коммуникаций - PECS
3253;4.4.13;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Планшетный компьютер (лицензионное программное обеспечение, образовательный контент, система защиты от вредоносной информации)
3254;4.4.14;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Антистрессовые игрушки
3255;4.4.15;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Игрушки для развития мелкой моторики и органов чувств
3256;4.4.16;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Набор для игр с песком
3257;4.4.17;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Наборы/игры для развития способностей по классификации предметов, понятий
3258;4.4.18;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Наборы/игры для обучения навыкам письма
3259;4.4.19;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Наборы/игры для обучения навыкам счета
3260;4.4.20;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Наборы/игры для развития пространственного мышления
3261;4.4.21;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Наборы/игры для развития творческих способностей
3262;4.4.22;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Наборы/игры для развития слухового восприятия
3263;4.4.23;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Наборы/игры для изучения объема
3264;4.4.24;4;Комплекс оборудования для обучающихся с ограниченными возможностями здоровья и инвалидностью (в соответствии с Порядком обеспечения условий доступности для инвалидов объектов и предоставляемых услуг в сфере образования, а также оказания им при этом необходимой помощи, утвержденным приказом Министерства образования и науки Российской Федерации от 9 ноября 2015 г. N 1309 (зарегистрирован Минюстом России 8 декабря 2015 г., регистрационный N 40000), с изменением, внесенным приказом Министерства образования и науки Российской Федерации от 18 августа 2016 г. N 1065 (зарегистрирован Минюстом России 1 сентября 2016 г., регистрационный N 43524).;4;Оборудование для детей с расстройствами аутистического спектра;;Игровое и развивающее оборудование для слабослышащих детей
